date, pm25, pm10, o3, no2, so2, co
2016/10/28, 42, 65, 21, 20, 2, 5
2016/10/29, 69, 80, 22, 23, 3, 7
2016/10/30, 109, 32, 25, 10, 3, 2
2016/10/31, 32, 46, 21, 22, 6, 4
2016/11/1, 108, 92, 12, 39, 4, 13
2016/11/2, 180, 136, 11, 40, 3, 22
2016/11/3, 247, 150, 11, 47, 2, 29
2016/11/4, 281, 127, 18, 47, 1, 27
2016/11/5, 243, 64, 17, 24, 5, 10
2016/11/6, 148, 37, 20, 22, 2, 7
2016/11/7, 99, 42, 16, 21, 2, 6
2016/11/8, 94, 119, 1, 38, 3, 21
2016/11/9, 216, 120, 5, 27, 1, 14
2016/11/10, 205, 78, 2, 29, 3, 16
2016/11/11, 162, 76, 10, 30, 4, 13
2016/11/12, 156, 105, 1, 34, 3, 21
2016/11/13, 167, 60, 27, 19, 1, 9
2016/11/14, 84, 53, 11, 26, 5, 12
2016/11/15, 87, 97, 7, 33, 4, 19
2016/11/16, 173, 95, 3, 31, 8, 22
2016/11/17, 176, 158, , 38, 7, 36
2016/11/18, 231, 109, 20, 32, 3, 17
2016/11/19, 185, 67, 5, 22, 2, 11
2016/11/20, 137, 25, 24, 8, 2, 3
2016/11/21, 45, 26, 23, 12, 2, 4
2016/11/22, 33, 43, 18, 20, 4, 5
2016/11/23, 79, 74, 11, 33, 5, 12
2016/11/24, 129, 136, 2, 47, 7, 23
2016/11/25, 225, 257, 3, 53, 6, 33
2016/11/26, 327, 58, 24, 23, 2, 10
2016/11/27, 93, 79, 7, 35, 5, 13
2016/11/28, 144, 100, , 38, 9, 23
2016/11/29, 171, 96, 18, 33, 5, 21
2016/11/30, 154, 45, 26, 23, 1, 7
2016/12/1, 62, 105, 5, 41, 5, 18
2016/12/2, 178, 201, 2, 54, 7, 31
2016/12/3, 278, 254, 4, 45, 5, 36
2016/12/4, 331, 40, 25, 19, 2, 8
2016/12/5, 97, 87, 2, 43, 5, 19
2016/12/6, 149, 118, 3, 51, 6, 28
2016/12/7, 200, 95, 27, 30, 4, 17
2016/12/8, 138, 34, 21, 20, 3, 6
2016/12/9, 73, 58, 7, 30, 4, 10
2016/12/10, 121, 133, 3, 49, 15, 27
2016/12/11, 230, 157, 2, 51, 18, 24
2016/12/12, 267, 43, 17, 25, 1, 10
2016/12/13, 100, 44, 19, 24, 5, 7
2016/12/14, 76, 47, 23, 23, 3, 8
2016/12/15, 75, 129, 3, 49, 6, 23
2016/12/16, 217, 178, 3, 51, 8, 29
2016/12/17, 284, 156, 4, 47, 4, 30
2016/12/18, 293, 175, 2, 55, 5, 38
2016/12/19, 294, 306, 1, 70, 2, 74
2016/12/20, 420, 310, 1, 80, 3, 74
2016/12/21, 423, 97, 25, 22, 2, 19
2016/12/22, 113, 39, 17, 24, 3, 8
2016/12/23, 85, 94, 6, 38, 7, 20
2016/12/24, 179, 113, , 46, 8, 26
2016/12/25, 199, 46, 17, 28, 7, 10
2016/12/26, 90, 47, 19, 23, 4, 7
2016/12/27, 87, 70, 10, 23, 4, 9
2016/12/28, 121, 78, 1, 20, 2, 6
2016/12/29, 122, 227, 1, 38, 3, 28
2016/12/30, 329, 305, , 62, 4, 46
2016/12/31, 390, 399, 1, 64, 2, 56
2017/1/1, 439, 244, 11, 54, 3, 40
2016/7/1, 60, 47, 82, 17, 1, 5
2016/7/2, 116, 71, 93, 20, 5, 8
2016/7/3, 162, 65, 107, 13, 3, 11
2016/7/4, 205, 67, 109, 11, 3, 8
2016/7/5, 169, 66, 107, 14, 4, 8
2016/7/6, 149, 81, 121, 15, 5, 12
2016/7/7, 178, 71, 96, 17, 4, 10
2016/7/8, 167, 63, 90, 15, 3, 6
2016/7/9, 156, 52, 84, 10, 2, 6
2016/7/10, 157, 65, 85, 8, 4, 6
2016/7/11, 163, 46, 38, 14, 3, 5
2016/7/12, 93, 33, 83, 13, 2, 5
2016/7/13, 67, 46, 60, 18, 4, 7
2016/7/14, 94, , 27, 18, 1, 6
2016/7/15, 105, 45, 32, 23, 1, 7
2016/7/16, 112, 61, 99, 22, 2, 10
2016/7/17, 159, 76, 45, 22, 3, 10
2016/7/18, 175, 91, 19, 26, 1, 13
2016/7/19, 186, 5, 24, 7, 1, 7
2016/7/20, 95, 16, 17, 12, 1, 7
2016/7/21, 76, , 64, 11, 1, 9
2016/7/22, 154, , 85, 15, , 12
2016/7/23, 196, 75, 88, 16, 3, 8
2016/7/24, 148, 46, 42, 13, , 6
2016/7/25, 113, 32, 72, 11, 1, 5
2016/7/26, 65, 67, 104, 15, , 9
2016/7/27, 143, 41, 76, 11, , 6
2016/7/28, 110, , 99, 8, , 13
2016/7/29, 190, 68, 39, 7, 1, 14
2016/7/30, 202, 57, 37, 13, , 13
2016/7/31, 150, 60, 71, 14, , 13
2016/8/1, 157, 38, 79, 11, , 13
2016/8/2, 128, 62, 119, 15, , 10
2016/8/3, 151, 65, 110, 11, , 13
2016/8/4, 173, 55, 82, 9, 2, 7
2016/8/5, 144, 75, 73, 11, , 9
2016/8/6, 175, 28, 54, 5, 4, 6
2016/8/7, 74, 34, 76, 2, 2, 8
2016/8/8, 98, 45, 83, 12, 3, 10
2016/8/9, 109, 67, 69, 12, 1, 8
2016/8/10, 163, 64, 74, 10, 2, 8
2016/8/11, 161, , 28, 18, , 7
2016/8/12, 129, 32, 16, 23, 3, 6
2016/8/13, 78, 38, 85, 21, 2, 5
2016/8/14, 70, 32, 39, 17, 1, 5
2016/8/15, 70, 32, 74, 13, 1, 5
2016/8/16, 77, 55, 23, 27, 2, 9
2016/8/17, 140, , 18, 21, 1, 15
2016/8/18, 162, 29, 61, 12, , 8
2016/8/19, 67, 56, 110, 15, 1, 10
2016/8/20, 145, 60, 135, 17, 1, 8
2016/8/21, 148, 45, 79, 13, 2, 8
2016/8/22, 113, 63, 71, 18, 4, 7
2016/8/23, 152, 70, 45, 26, 2, 10
2016/8/24, 165, 25, 28, 15, 1, 4
2016/8/25, 53, 29, 42, 18, 1, 5
2016/8/26, 42, 40, 35, 21, 1, 4
2016/8/27, 64, 30, 42, 17, 1, 3
2016/8/28, 35, 36, 54, 19, 1, 5
2016/8/29, 58, 52, 95, 22, 1, 5
2016/8/30, 96, 38, 38, 22, 2, 4
2016/8/31, 67, 35, 31, 16, 1, 4
2016/9/1, 41, 32, 27, 19, 1, 4
2016/9/2, 50, 36, 73, 17, , 3
2016/9/3, 66, 70, 85, 22, 2, 8
2016/9/4, 148, 40, 43, 16, 1, 5
2016/9/5, 84, 33, 28, 23, 3, 5
2016/9/6, 66, 54, 74, 17, 4, 6
2016/9/7, 106, 46, 37, 17, 1, 5
2016/9/8, 69, 39, 31, 19, 2, 4
2016/9/9, 67, 33, 49, 20, 1, 4
2016/9/10, 57, 45, 55, 14, , 8
2016/9/11, 95, 34, 55, 15, 1, 6
2016/9/12, 91, 59, 64, 25, 1, 10
2016/9/13, 165, 70, 88, 21, 3, 10
2016/9/14, 172, 68, 94, 20, 2, 9
2016/9/15, 162, 47, 90, 20, 2, 10
2016/9/16, 204, 41, 32, 18, 2, 8
2016/9/17, 112, 26, 14, 18, , 5
2016/9/18, 70, 16, 30, 16, , 4
2016/9/19, 40, 33, 44, 20, 1, 5
2016/9/20, 62, 68, 14, 43, 2, 9
2016/9/21, 152, 89, 54, 30, 4, 10
2016/9/22, 179, 82, 79, 22, 1, 10
2016/9/23, 182, 107, 85, 27, 1, 10
2016/9/24, 186, 113, 46, 28, 3, 16
2016/9/25, 231, 65, 28, 22, 1, 12
2016/9/26, 138, 28, 24, 13, , 8
2016/9/27, 70, 27, 23, 16, , 4
2016/9/28, 55, 60, 43, 24, 3, 7
2016/9/29, 133, 81, 64, 33, 4, 8
2016/9/30, 170, 104, 50, 41, 6, 12
2016/4/1, 101, 26, 36, 8, 1, 2
2016/4/2, 35, 35, 41, 9, 1, 2
2016/4/3, 47, 79, 57, 21, 6, 6
2016/4/4, 156, 106, 66, 24, 8, 9
2016/4/5, 186, 88, 43, 29, 15, 17
2016/4/6, 198, 75, 37, 23, 1, 11
2016/4/7, 158, 55, 44, 11, 2, 2
2016/4/8, 76, 152, 44, 26, 7, 6
2016/4/9, 157, 108, 44, 17, 8, 7
2016/4/10, 140, 67, 37, 19, 4, 5
2016/4/11, 110, 64, 30, 29, 3, 7
2016/4/12, 156, 96, 47, 35, 4, 9
2016/4/13, 194, 67, 48, 11, 1, 3
2016/4/14, 88, 73, 51, 29, 9, 11
2016/4/15, 137, 68, 31, 10, 1, 3
2016/4/16, 92, 42, 38, 8, 1, 2
2016/4/17, 69, 39, 41, 10, 1, 3
2016/4/18, 82, 72, 17, 32, 9, 13
2016/4/19, 147, 72, 53, 21, 4, 7
2016/4/20, 160, 82, 56, 30, 4, 7
2016/4/21, 211, 78, 43, 12, 2, 2
2016/4/22, 82, 46, 41, 15, 2, 3
2016/4/23, 48, 93, 79, 23, 13, 8
2016/4/24, 139, 89, 86, 12, 6, 5
2016/4/25, 138, 90, 71, 18, 13, 11
2016/4/26, 152, 71, 54, 24, 6, 9
2016/4/27, 159, 74, 94, 20, 5, 9
2016/4/28, 152, 91, 98, 27, 9, 11
2016/4/29, 156, 107, 124, 29, 5, 14
2016/4/30, 197, 115, 119, 16, 14, 19
2016/5/1, 208, 85, 37, 8, 2, 3
2016/5/2, 115, 56, 43, 10, 1, 2
2016/5/3, 60, 51, 62, 23, 2, 5
2016/5/4, 63, 67, 59, 21, 8, 9
2016/5/5, 109, 202, 39, 7, 1, 2
2016/5/6, 122, 48, 60, 11, 1, 2
2016/5/7, 62, 86, 79, 19, 7, 7
2016/5/8, 128, 56, 35, 16, 2, 5
2016/5/9, 84, 53, 83, 15, 1, 5
2016/5/10, 93, 95, 94, 11, 6, 9
2016/5/11, 182, 62, 33, 12, 1, 4
2016/5/12, 81, 52, 62, 19, 2, 6
2016/5/13, 95, 49, 29, 13, 1, 4
2016/5/14, 101, 34, 35, 13, 1, 5
2016/5/15, 88, 45, 63, 18, 1, 5
2016/5/16, 62, 76, 121, 24, 5, 7
2016/5/17, 136, 66, 105, 11, 3, 4
2016/5/18, 131, 73, 134, 14, 6, 6
2016/5/19, 160, 80, 124, 20, 11, 9
2016/5/20, 161, 72, 116, 20, 11, 8
2016/5/21, 150, 62, 111, 20, 3, 5
2016/5/22, 119, 70, 79, 22, 9, 9
2016/5/23, 139, 54, 65, 13, 1, 2
2016/5/24, 59, 31, 59, 9, 1, 2
2016/5/25, 45, 50, 48, 15, , 2
2016/5/26, 88, 79, 97, 25, 8, 5
2016/5/27, 133, 62, 104, 15, 4, 4
2016/5/28, 116, 61, 73, 12, 2, 4
2016/5/29, 109, 103, 126, 24, 9, 9
2016/5/30, 165, 81, 39, 12, 5, 7
2016/5/31, 123, 61, 82, 18, 3, 6
2016/6/1, 99, 67, 102, 21, 4, 6
2016/6/2, 122, 86, 113, 25, 10, 10
2016/6/3, 159, 84, 117, 12, 9, 7
2016/6/4, 165, 73, 101, 15, 8, 7
2016/6/5, 154, 84, 124, 15, 4, 7
2016/6/6, 168, 68, 56, 7, 1, 7
2016/6/7, 146, 98, 110, 13, , 11
2016/6/8, 195, 110, 95, 18, 3, 9
2016/6/9, 183, 48, 82, 7, 1, 5
2016/6/10, 130, 32, 48, 4, 1, 2
2016/6/11, 36, 77, 103, 14, 3, 8
2016/6/12, 142, 54, 47, 17, 2, 6
2016/6/13, 139, 56, 36, 11, 1, 5
2016/6/14, 115, 38, 75, 13, 1, 4
2016/6/15, 67, 51, 68, 21, , 4
2016/6/16, 90, 57, 43, 24, , 5
2016/6/17, 88, 60, 94, 24, 3, 7
2016/6/18, 125, 91, 74, 17, 2, 6
2016/6/19, 144, 77, 101, 11, 3, 10
2016/6/20, 171, 62, 107, 14, 1, 9
2016/6/21, 175, 56, 90, 13, 1, 6
2016/6/22, 128, 70, 86, 16, 2, 10
2016/6/23, 151, 34, 28, 19, 1, 3
2016/6/24, 60, 29, 26, 21, 2, 2
2016/6/25, 52, 58, 101, 23, 3, 4
2016/6/26, 111, 66, 73, 19, 4, 6
2016/6/27, 145, 52, 30, 11, 1, 6
2016/6/28, 148, , 68, 12, 1, 8
2016/6/29, 181, 54, 98, 13, 1, 7
2016/6/30, 153, 26, 63, 8, 1, 3
2016/1/4, 84, 45, 17, 22, 7, 7
2016/1/5, 91, 46, 23, 21, 5, 7
2016/1/6, 87, 20, 22, 15, 4, 3
2016/1/7, 45, 36, 20, 21, 6, 7
2016/1/8, 76, 75, 10, 35, 7, 15
2016/1/9, 153, 50, 16, 30, 10, 13
2016/1/10, 135, 24, 24, 13, 3, 4
2016/1/11, 46, 23, 23, 17, 4, 5
2016/1/12, 49, 46, 12, 29, 8, 11
2016/1/13, 99, 72, 17, 39, 12, 22
2016/1/14, 166, 87, 10, 44, 14, 27
2016/1/15, 186, 87, 5, 33, 21, 21
2016/1/16, 186, 31, 28, 13, 2, 6
2016/1/17, 84, 39, 27, 9, 3, 4
2016/1/18, 34, 62, 14, 29, 10, 15
2016/1/19, 137, 95, 1, 40, 26, 33
2016/1/20, 189, 105, 2, 32, 14, 20
2016/1/21, 187, 46, 27, 9, 3, 4
2016/1/22, 46, 47, 27, 7, 2, 5
2016/1/23, 40, 45, 24, 13, 3, 3
2016/1/24, 41, 54, 16, 30, 9, 7
2016/1/25, 97, 51, 23, 21, 7, 7
2016/1/26, 90, 77, 11, 38, 13, 18
2016/1/27, 169, 84, 12, 43, 18, 21
2016/1/28, 198, 57, 15, 22, 13, 13
2016/1/29, 134, 49, 20, 24, 9, 9
2016/1/30, 117, 30, 27, 17, 5, 7
2016/1/31, 68, 19, 27, 18, 4, 5
2016/2/1, 46, 34, 19, 26, 8, 8
2016/2/2, 87, 38, 17, 32, 7, 10
2016/2/3, 101, 28, 29, 13, 2, 3
2016/2/4, 41, 33, 31, 9, 2, 3
2016/2/5, 42, 40, 30, 19, 8, 8
2016/2/6, 99, 52, 33, 19, 9, 7
2016/2/7, 112, 262, 33, 22, 25, 11
2016/2/8, 257, 46, 37, 21, 9, 11
2016/2/9, 114, 78, 17, 33, 20, 22
2016/2/10, 168, 105, 3, 35, 13, 22
2016/2/11, 200, , 16, 28, 5, 19
2016/2/12, 203, 17, 30, 6, 3, 3
2016/2/13, 46, 16, 31, 5, 2, 3
2016/2/14, 32, 36, 30, 7, 1, 3
2016/2/15, 27, 34, 32, 10, 1, 3
2016/2/16, 31, 39, 33, 22, 6, 9
2016/2/17, 115, 29, 34, 12, 3, 3
2016/2/18, 49, 27, 32, 12, 2, 3
2016/2/19, 44, 16, 34, 9, 2, 3
2016/2/20, 42, 79, 27, 27, 9, 14
2016/2/21, 166, 62, 33, 20, 5, 10
2016/2/22, 124, 18, 31, 9, 1, 3
2016/2/23, 45, 51, 30, 18, 3, 6
2016/2/24, 83, 47, 30, 16, 4, 5
2016/2/25, 64, 44, 31, 15, 6, 6
2016/2/26, 89, 28, 30, 15, 4, 4
2016/2/27, 64, 45, 32, 16, 3, 8
2016/2/28, 93, 34, 25, 18, 4, 6
2016/2/29, 88, 80, 22, 37, 11, 16
2016/3/1, 183, 94, 27, 54, 10, 23
2016/3/2, 229, , 17, 53, 14, 29
2016/3/3, 318, 250, 18, 52, 18, 36
2016/3/4, 342, 247, 32, 9, 1, 3
2016/3/5, 152, 112, 9, 36, 13, 13
2016/3/6, 146, 71, 35, 18, 5, 10
2016/3/7, 83, 22, 29, 9, 1, 3
2016/3/8, 40, 19, 30, 8, 1, 3
2016/3/9, 37, 38, 32, 9, 2, 3
2016/3/10, 38, 38, 32, 17, 3, 5
2016/3/11, 64, 81, 21, 36, 17, 14
2016/3/12, 172, 34, 37, 16, 4, 6
2016/3/13, 70, 74, 32, 31, 9, 10
2016/3/14, 155, 106, 24, 34, 20, 12
2016/3/15, 192, 148, 64, 41, 13, 18
2016/3/16, 281, , 50, 44, 11, 18
2016/3/17, 308, 34, 44, 39, 4, 13
2016/3/18, 243, 69, 33, 16, 9, 9
2016/3/19, 141, 62, 36, 26, 4, 8
2016/3/20, 141, 105, 56, 36, 8, 12
2016/3/21, 187, 121, 25, 35, 13, 13
2016/3/22, 177, 24, 34, 15, 2, 4
2016/3/23, 54, 19, 35, 17, 1, 3
2016/3/24, 38, 30, 36, 20, 2, 4
2016/3/25, 62, 23, 35, 16, 1, 3
2016/3/26, 48, 36, 41, 19, 1, 3
2016/3/27, 46, 85, 37, 34, 9, 7
2016/3/28, 161, 65, 44, 12, 2, 2
2016/3/29, 56, 52, 40, 19, 4, 4
2016/3/30, 83, 135, 57, 36, 15, 13
2016/3/31, 211, 120, 36, 12, 3, 4
2015/10/1, 44, 50, 40, 23, 1, 5
2015/10/2, 80, 53, 42, 20, 2, 6
2015/10/3, 79, 88, 64, 33, 6, 11
2015/10/4, 175, 126, 87, 36, 5, 15
2015/10/5, 249, 172, 106, 37, 6, 18
2015/10/6, 336, 165, 63, 41, 6, 17
2015/10/7, 300, 26, 25, 11, 1, 2
2015/10/8, 30, 40, 27, 18, 1, 5
2015/10/9, 60, 20, 23, 8, 1, 2
2015/10/10, 30, 27, 29, 13, , 3
2015/10/11, 32, 28, 30, 22, 1, 3
2015/10/12, 41, 48, 29, 31, 2, 6
2015/10/13, 86, 91, 22, 47, 8, 21
2015/10/14, 178, 83, 58, 41, 4, 14
2015/10/15, 177, 128, 76, 51, 10, 19
2015/10/16, 256, , 32, 57, 7, 23
2015/10/17, 334, 49, 24, 24, 5, 9
2015/10/18, 140, 58, 23, 24, 4, 6
2015/10/19, 116, 79, 2, 35, 5, 14
2015/10/20, 160, 61, 14, 20, 2, 8
2015/10/21, 133, 50, 6, 23, 1, 7
2015/10/22, 89, 47, 20, 21, , 6
2015/10/23, 122, 50, 23, 20, 4, 10
2015/10/24, 130, 49, 13, 25, 3, 6
2015/10/25, 83, 73, 20, 14, , 4
2015/10/26, 82, 42, 22, 13, 1, 5
2015/10/27, 54, 24, 25, 12, 1, 3
2015/10/28, 36, 26, 24, 11, 1, 3
2015/10/29, 38, 35, 18, 20, 1, 4
2015/10/30, 72, 48, 18, 24, 1, 7
2015/10/31, 110, 69, 15, 33, 2, 8
2015/11/1, 153, 69, 15, 32, 3, 11
2015/11/2, 159, 101, 31, 31, 5, 17
2015/11/3, 199, 147, 12, 51, 8, 16
2015/11/4, 248, , 8, 31, 3, 8
2015/11/5, 173, 12, 20, 13, , 3
2015/11/6, 58, 16, 22, 14, , 4
2015/11/7, 52, 52, 16, 22, , 7
2015/11/8, 125, , 3, 25, , 11
2015/11/9, 184, 100, 2, 26, 1, 13
2015/11/10, 195, 84, 3, 27, 2, 16
2015/11/11, 179, 115, 1, 25, 3, 20
2015/11/12, 216, , 2, 32, 8, 24
2015/11/13, 238, , 3, 37, 9, 29
2015/11/14, 317, 125, 15, 33, 6, 27
2015/11/15, 259, 71, 8, 21, 3, 10
2015/11/16, 121, 60, 8, 15, 3, 11
2015/11/17, 134, 56, 5, 13, 4, 9
2015/11/18, 147, , 1, 14, 2, 13
2015/11/19, 159, , 1, 15, 3, 19
2015/11/20, 143, 39, 1, 16, 3, 18
2015/11/21, 101, , 13, 13, 3, 8
2015/11/22, 129, 23, 19, 14, 5, 6
2015/11/23, 83, 35, 19, 22, 3, 9
2015/11/24, 97, 31, 23, 20, 5, 11
2015/11/25, 112, 37, 23, 19, 5, 7
2015/11/26, 77, 171, 2, 47, 22, 27
2015/11/27, 303, 214, 3, 54, 22, 39
2015/11/28, 335, 208, 6, 52, 17, 42
2015/11/29, 305, 340, 2, 61, 7, 55
2015/11/30, 422, 185, 2, 57, 10, 68
2015/12/1, 465, 5, 22, 9, 3, 2
2015/12/2, 30, 16, 20, 9, 2, 3
2015/12/3, 39, 49, 17, 23, 4, 8
2015/12/4, 78, 75, 16, 30, 6, 13
2015/12/5, 120, 107, 2, 45, 10, 27
2015/12/6, 208, 114, 2, 44, 15, 27
2015/12/7, 218, 147, 1, 37, 6, 30
2015/12/8, 253, , 2, 45, 13, 32
2015/12/9, 306, , 20, 26, 7, 15
2015/12/10, 153, 54, 13, 27, 3, 8
2015/12/11, 100, 95, 3, 40, 5, 25
2015/12/12, 228, 126, 3, 45, 14, 35
2015/12/13, 252, 144, 14, 39, 6, 23
2015/12/14, 229, 11, 23, 8, 2, 2
2015/12/15, 30, 17, 18, 9, 2, 4
2015/12/16, 25, 54, 9, 27, 7, 11
2015/12/17, 114, 60, 13, 28, 5, 15
2015/12/18, 129, 94, 4, 40, 8, 27
2015/12/19, 188, , 1, 47, 7, 33
2015/12/20, 257, , 1, 51, 6, 36
2015/12/21, 296, 342, 1, 51, 8, 50
2015/12/22, 374, 179, 11, 53, 5, 45
2015/12/23, 327, 207, 11, 36, 4, 30
2015/12/24, 245, 325, 2, 65, 3, 70
2015/12/25, 499, 272, 5, 43, 4, 42
2015/12/26, 301, , 9, 23, 5, 9
2015/12/27, 116, 83, 3, 36, 5, 21
2015/12/28, 180, 213, 2, 56, 8, 43
2015/12/29, 358, , 24, 28, 4, 15
2015/12/30, 120, 86, 7, 34, 4, 14
2015/12/31, 115, , , , , 
2016/1/3, 226, 15, 23, 17, 3, 8
2015/7/1, 57, 20, 36, 17, 2, 3
2015/7/2, 33, 50, 95, 16, 7, 11
2015/7/3, 80, 40, 40, 17, 3, 6
2015/7/4, 85, 58, 117, 16, 6, 8
2015/7/5, 149, 53, 114, 15, 4, 9
2015/7/6, 148, 58, 114, 13, 4, 8
2015/7/7, 150, 79, 127, 16, 4, 10
2015/7/8, 192, 64, 121, 20, 5, 7
2015/7/9, 152, 59, 109, 14, 4, 6
2015/7/10, 127, 79, 123, 18, 6, 11
2015/7/11, 178, 104, 150, 24, 3, 9
2015/7/12, 186, 63, 133, 24, 1, 7
2015/7/13, 132, 57, 113, 19, 2, 7
2015/7/14, 111, 53, 42, 32, 2, 7
2015/7/15, 107, 47, 40, 23, 1, 8
2015/7/16, 121, 60, 32, 22, 2, 9
2015/7/17, 112, 39, 59, 17, 1, 8
2015/7/18, 132, 59, 59, 21, , 9
2015/7/19, 159, 71, 58, 16, , 8
2015/7/20, 169, , 68, 14, 1, 10
2015/7/21, 198, 45, 89, 17, 1, 7
2015/7/22, 146, 43, 69, 21, , 7
2015/7/23, 118, 59, 85, 24, 2, 9
2015/7/24, 143, 74, 110, 19, 2, 11
2015/7/25, 172, 82, 125, 15, 2, 10
2015/7/26, 185, 74, 98, 15, 1, 9
2015/7/27, 150, 60, 81, 14, , 7
2015/7/28, 137, 76, 95, 21, , 10
2015/7/29, 173, 40, 42, 18, 1, 10
2015/7/30, 88, 22, 69, 14, 1, 6
2015/7/31, 78, 55, 40, 21, 3, 13
2015/8/1, 147, 65, 77, 17, 1, 10
2015/8/2, 152, 42, 31, 21, 3, 13
2015/8/3, 138, 36, 81, 17, 2, 5
2015/8/4, 58, 72, 85, 20, 3, 11
2015/8/5, 163, 59, 90, 16, 2, 7
2015/8/6, 112, 82, 85, 15, 3, 10
2015/8/7, 167, 59, 88, 15, 1, 6
2015/8/8, 104, 67, 112, 16, 2, 7
2015/8/9, 142, 58, 92, 20, 2, 7
2015/8/10, 116, 94, 122, 18, 7, 16
2015/8/11, 174, 85, 117, 16, 3, 9
2015/8/12, 165, 95, 136, 18, 5, 10
2015/8/13, 183, 68, 48, 19, 2, 7
2015/8/14, 119, 46, 64, 21, 2, 5
2015/8/15, 82, 61, 138, 20, 5, 6
2015/8/16, 100, 78, 106, 17, 7, 9
2015/8/17, 163, 66, 71, 18, 3, 7
2015/8/18, 126, 57, 80, 18, 1, 7
2015/8/19, 137, 51, 84, 16, 1, 6
2015/8/20, 105, 31, 79, 12, 1, 4
2015/8/21, 48, 31, 47, 11, 2, 5
2015/8/22, 51, 37, 46, 14, 3, 9
2015/8/23, 81, 20, 47, 12, 1, 4
2015/8/24, 48, 25, 43, 16, 1, 4
2015/8/25, 57, 23, 50, 14, , 4
2015/8/26, 45, 21, 55, 14, 1, 4
2015/8/27, 41, 29, 65, 14, 2, 4
2015/8/28, 60, 37, 91, 11, 1, 5
2015/8/29, 77, 51, 37, 13, 2, 10
2015/8/30, 88, 33, 24, 20, , 8
2015/8/31, 83, 31, 27, 13, , 5
2015/9/1, 39, 19, 37, 12, 1, 4
2015/9/2, 37, 20, 62, 11, 1, 5
2015/9/3, 51, 53, 38, 14, 2, 15
2015/9/4, 137, 21, 38, 12, , 6
2015/9/5, 63, 27, 51, 16, 2, 5
2015/9/6, 61, 34, 68, 15, 2, 7
2015/9/7, 76, 59, 84, 24, 4, 8
2015/9/8, 135, 49, 35, 27, 2, 8
2015/9/9, 113, 15, 12, 19, 1, 4
2015/9/10, 41, 16, 28, 14, 1, 3
2015/9/11, 39, 17, 28, 14, 1, 3
2015/9/12, 37, 38, 46, 19, 1, 5
2015/9/13, 58, 70, 76, 25, 6, 8
2015/9/14, 145, 81, 74, 26, 8, 10
2015/9/15, 169, 85, 90, 32, 6, 11
2015/9/16, 187, 90, 68, 31, 6, 11
2015/9/17, 199, 71, 35, 29, 2, 8
2015/9/18, 147, 30, 47, 23, 1, 5
2015/9/19, 62, 76, 41, 25, 7, 10
2015/9/20, 171, 74, 47, 30, 10, 9
2015/9/21, 162, 99, 46, 32, 8, 17
2015/9/22, 192, 37, 42, 23, 1, 10
2015/9/23, 86, 75, 58, 31, 2, 12
2015/9/24, 171, 29, 30, 19, 2, 4
2015/9/25, 63, 49, 66, 23, 5, 7
2015/9/26, 91, 63, 48, 31, 2, 6
2015/9/27, 121, 46, 27, 22, 3, 10
2015/9/28, 114, 44, 4, 28, 2, 11
2015/9/29, 120, 27, 22, 20, 1, 6
2015/9/30, 79, 25, 28, 13, , 4
2015/4/1, 131, 14, 38, 15, 1, 6
2015/4/2, 109, 22, 57, 13, 1, 5
2015/4/3, 82, 44, 73, 15, 2, 5
2015/4/4, 139, 61, 42, 16, 1, 6
2015/4/5, 116, 21, 40, 7, , 2
2015/4/6, 71, 26, 45, 11, 1, 2
2015/4/7, 74, 70, 50, 18, 7, 6
2015/4/8, 174, 96, 70, 25, 8, 10
2015/4/9, 214, 109, 74, 27, 4, 9
2015/4/10, 230, 83, 68, 23, 9, 17
2015/4/11, 214, 17, 41, 8, 1, 1
2015/4/12, 53, 30, 61, 10, 1, 3
2015/4/13, 77, 62, 64, 23, 2, 6
2015/4/14, 147, 194, 51, 35, 7, 8
2015/4/15, 179, 111, 44, 7, 3, 1
2015/4/16, 81, 105, 53, 22, 9, 5
2015/4/17, 150, 152, 43, 42, 11, 13
2015/4/18, 202, 76, 44, 18, 3, 6
2015/4/19, 127, 77, 68, 17, 4, 6
2015/4/20, 148, 87, 46, 20, 5, 5
2015/4/21, 130, 67, 74, 20, 3, 6
2015/4/22, 126, 77, 32, 27, 6, 5
2015/4/23, 135, 104, 78, 18, 3, 4
2015/4/24, 133, 102, 106, 30, 6, 7
2015/4/25, 153, 112, 124, 18, 10, 8
2015/4/26, 176, 92, 100, 21, 6, 7
2015/4/27, 155, 54, 67, 18, 3, 6
2015/4/28, 110, 83, 110, 19, 5, 13
2015/4/29, 176, 83, 120, 18, 4, 8
2015/4/30, 170, 89, 42, 25, 7, 10
2015/5/1, 177, 49, 80, 12, 1, 3
2015/5/2, 101, 66, 46, 12, 1, 3
2015/5/3, 90, 47, 65, 10, 4, 1
2015/5/4, 57, 74, 44, 22, 4, 4
2015/5/5, 116, 51, 47, 12, 3, 1
2015/5/6, 67, 92, 70, 15, 2, 4
2015/5/7, 114, 74, 60, 21, 5, 6
2015/5/8, 134, 44, 30, 15, 4, 8
2015/5/9, 102, 43, 14, 24, 3, 9
2015/5/10, 98, 34, 36, 16, 1, 5
2015/5/11, 80, 36, 51, 21, 1, 3
2015/5/12, 52, 84, 94, 37, 2, 7
2015/5/13, 137, 74, 48, 16, 10, 2
